No,code,assay,species,ind,trt,spore,leaf,rep,tubes,count.mu,spores_cm2,count.sd,date_counted,water,p.area,manual,remove,notes
961,L_UMCA2C_1T,L,UMCA,2,T,C,1,1,2 ml,236,19186.99187,NA,6-Jul,0,0.89115,0,,
962,L_UMCA2C_2T,L,UMCA,2,T,C,2,2,2 ml,120,9756.097561,NA,6-Jul,0,0.79873,0,,
963,L_UMCA2C_3T,L,UMCA,2,T,C,3,3,2 ml,370,30081.30081,NA,6-Jul,0,0.85837,0,,
964,L_UMCA2C_4T,L,UMCA,2,T,C,4,4,2 ml,640,52032.52033,NA,6-Jul,0,0.79556,0,,
965,L_UMCA2C_5T,L,UMCA,2,T,C,5,5,2 ml,730,59349.5935,NA,6-Jul,0,0.59247,0,,
966,L_UMCA2C_6T,L,UMCA,2,T,C,6,6,2 ml,840,68292.68293,NA,6-Jul,0,0.53896,0,,
967,L_UMCA2C_1W,L,UMCA,2,W,C,1,1,2 ml,NA,#VALUE!,NA,6-Jul,0,0,1,,tube missing
968,L_UMCA2C_2W,L,UMCA,2,W,C,2,2,2 ml,0,0,NA,6-Jul,0,0,1,,
969,L_UMCA2C_3W,L,UMCA,2,W,C,3,3,2 ml,0,0,NA,6-Jul,0,0,1,,
970,L_UMCA2C_4W,L,UMCA,2,W,C,4,4,2 ml,0,0,NA,6-Jul,0,0,1,,
971,L_UMCA2C_5W,L,UMCA,2,W,C,5,5,2 ml,0,0,NA,6-Jul,0,0,1,,
972,L_UMCA2C_6W,L,UMCA,2,W,C,6,6,2 ml,0,0,NA,6-Jul,0,0,1,,
973,L_UMCA3C_1T,L,UMCA,3,T,C,1,1,2 ml,230,18699.18699,NA,6-Jul,0,0.62226,0,,
974,L_UMCA3C_2T,L,UMCA,3,T,C,2,2,2 ml,0,0,NA,6-Jul,0,0,1,,done manually
975,L_UMCA3C_3T,L,UMCA,3,T,C,3,3,2 ml,460,37398.37398,NA,6-Jul,0,0.92317,0,,
976,L_UMCA3C_4T,L,UMCA,3,T,C,4,4,2 ml,50,4065.04065,NA,6-Jul,0,0.18787,0,,
977,L_UMCA3C_5T,L,UMCA,3,T,C,5,5,2 ml,260,21138.21138,NA,6-Jul,0,0.75188,0,,
978,L_UMCA3C_6T,L,UMCA,3,T,C,6,6,2 ml,55,4471.544715,NA,6-Jul,0,0.19876,0,,
979,L_UMCA3C_1W,L,UMCA,3,W,C,1,1,2 ml,0,0,NA,6-Jul,0,0,1,,
980,L_UMCA3C_2W,L,UMCA,3,W,C,2,2,2 ml,0,0,NA,6-Jul,0,0,1,,
981,L_UMCA3C_3W,L,UMCA,3,W,C,3,3,2 ml,0,0,NA,6-Jul,0,0,1,,
982,L_UMCA3C_4W,L,UMCA,3,W,C,4,4,2 ml,NA,#VALUE!,NA,6-Jul,0,0,1,,missing
983,L_UMCA3C_5W,L,UMCA,3,W,C,5,5,2 ml,0,0,NA,6-Jul,0,0,1,,
984,L_UMCA3C_6W,L,UMCA,3,W,C,6,6,2 ml,0,0,NA,6-Jul,0,0,1,,
985,L_VAOV1C_1T,L,VAOV,1,T,C,13,1,2 ml,0,0,NA,6-Jul,0,NA,0,,1 disc cut per leaf. Pairs between S and C.
986,L_VAOV1C_2T,L,VAOV,1,T,C,14,2,2 ml,0,0,NA,6-Jul,0,NA,0,,1 disc cut per leaf. Pairs between S and C.
987,L_VAOV1C_3T,L,VAOV,1,T,C,15,3,2 ml,0,0,NA,6-Jul,0,NA,0,,1 disc cut per leaf. Pairs between S and C.
988,L_VAOV1C_4T,L,VAOV,1,T,C,16,4,2 ml,0,0,NA,6-Jul,0,NA,0,,1 disc cut per leaf. Pairs between S and C.
989,L_VAOV1C_5T,L,VAOV,1,T,C,17,5,2 ml,0,0,NA,6-Jul,0,NA,0,,1 disc cut per leaf. Pairs between S and C.
990,L_VAOV1C_6T,L,VAOV,1,T,C,18,6,2 ml,0,0,NA,6-Jul,0,NA,0,,1 disc cut per leaf. Pairs between S and C.
991,L_VAOV1C_1W,L,VAOV,1,W,C,19,1,2 ml,0,0,NA,6-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.
992,L_VAOV1C_2W,L,VAOV,1,W,C,20,2,2 ml,0,0,NA,6-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.
993,L_VAOV1C_3W,L,VAOV,1,W,C,21,3,2 ml,0,0,NA,6-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.
994,L_VAOV1C_4W,L,VAOV,1,W,C,22,4,2 ml,0,0,NA,6-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.
995,L_VAOV1C_5W,L,VAOV,1,W,C,23,5,2 ml,0,0,NA,6-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.
996,L_VAOV1C_6W,L,VAOV,1,W,C,24,6,2 ml,0,0,NA,6-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.
997,L_VAOV2C_1T,L,VAOV,2,T,C,13,1,2 ml,0,0,NA,6-Jul,0,NA,1,,"1 disc cut per leaf. Pairs between S and C. lesions big from oxidation along edgesdone manually, 100% of surface clearly covered"
998,L_VAOV2C_2T,L,VAOV,2,T,C,14,2,2 ml,0,0,NA,6-Jul,0,NA,1,,"1 disc cut per leaf. Pairs between S and C.done manually, 100% of surface clearly covered"
999,L_VAOV2C_3T,L,VAOV,2,T,C,15,3,2 ml,0,0,NA,6-Jul,0,NA,0,,1 disc cut per leaf. Pairs between S and C.
1000,L_VAOV2C_4T,L,VAOV,2,T,C,16,4,2 ml,0,0,NA,6-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.100% of surface covered
1001,L_VAOV2C_5T,L,VAOV,2,T,C,17,5,2 ml,0,0,NA,6-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.100% of surface covered
1002,L_VAOV2C_6T,L,VAOV,2,T,C,18,6,2 ml,0,0,NA,6-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.100% of surface covered
1003,L_VAOV2C_1W,L,VAOV,2,W,C,19,1,2 ml,0,0,NA,6-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.100% of surface covered
1004,L_VAOV2C_2W,L,VAOV,2,W,C,20,2,2 ml,0,0,NA,6-Jul,0,NA,0,,1 disc cut per leaf. Pairs between S and C.
1005,L_VAOV2C_3W,L,VAOV,2,W,C,21,3,2 ml,0,0,NA,6-Jul,0,NA,0,,1 disc cut per leaf. Pairs between S and C.
1006,L_VAOV2C_4W,L,VAOV,2,W,C,22,4,2 ml,0,0,NA,6-Jul,0,NA,0,,1 disc cut per leaf. Pairs between S and C.
1007,L_VAOV2C_5W,L,VAOV,2,W,C,23,5,2 ml,0,0,NA,6-Jul,0,NA,0,,1 disc cut per leaf. Pairs between S and C.
1008,L_VAOV2C_6W,L,VAOV,2,W,C,24,6,2 ml,0,0,NA,6-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.
1009,L_VAOV3C_1T,L,VAOV,3,T,C,13,1,2 ml,0,0,NA,6-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.
1010,L_VAOV3C_2T,L,VAOV,3,T,C,14,2,2 ml,0,0,NA,6-Jul,0,NA,0,,1 disc cut per leaf. Pairs between S and C.
1011,L_VAOV3C_3T,L,VAOV,3,T,C,15,3,2 ml,0,0,NA,6-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.
1012,L_VAOV3C_4T,L,VAOV,3,T,C,16,4,2 ml,0,0,NA,6-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.
1013,L_VAOV3C_5T,L,VAOV,3,T,C,17,5,2 ml,0,0,NA,6-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.
1014,L_VAOV3C_6T,L,VAOV,3,T,C,18,6,2 ml,0,0,NA,6-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.
1015,L_VAOV3C_1W,L,VAOV,3,W,C,19,1,2 ml,0,0,NA,6-Jul,0,NA,0,,1 disc cut per leaf. Pairs between S and C.
1016,L_VAOV3C_2W,L,VAOV,3,W,C,20,2,2 ml,0,0,NA,6-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.
1017,L_VAOV3C_3W,L,VAOV,3,W,C,21,3,2 ml,0,0,NA,6-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.
1018,L_VAOV3C_4W,L,VAOV,3,W,C,22,4,2 ml,0,0,NA,6-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.
1019,L_VAOV3C_5W,L,VAOV,3,W,C,23,5,2 ml,0,0,NA,6-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.
1020,L_VAOV3C_6W,L,VAOV,3,W,C,24,6,2 ml,0,0,NA,6-Jul,0,NA,1,,1 disc cut per leaf. Pairs between S and C.
1021,D_SESE1C_1T,D,SESE,1,T,C,2,1,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1022,D_SESE1C_2T,D,SESE,1,T,C,4,2,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1023,D_SESE1C_3T,D,SESE,1,T,C,6,3,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1024,D_SESE1C_4T,D,SESE,1,T,C,8,4,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1025,D_SESE1C_5T,D,SESE,1,T,C,10,5,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1026,D_SESE1C_6T,D,SESE,1,T,C,12,6,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1027,D_SESE1C_1W,D,SESE,1,W,C,14,1,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1028,D_SESE1C_2W,D,SESE,1,W,C,16,2,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1029,D_SESE1C_3W,D,SESE,1,W,C,18,3,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1030,D_SESE1C_4W,D,SESE,1,W,C,20,4,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1031,D_SESE1C_5W,D,SESE,1,W,C,22,5,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1032,D_SESE1C_6W,D,SESE,1,W,C,24,6,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1033,D_SESE2C_1T,D,SESE,2,T,C,2,1,2 ml,11,894.3089431,NA,6-Jul,0,NA,0,,remove 3 random needleshad a mycelium net with chlamydospores? (unsure of hand-wiriting)
1034,D_SESE2C_2T,D,SESE,2,T,C,4,2,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1035,D_SESE2C_3T,D,SESE,2,T,C,6,3,2 ml,6,487.804878,NA,6-Jul,0,NA,0,,remove 3 random needles
1036,D_SESE2C_4T,D,SESE,2,T,C,8,4,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1037,D_SESE2C_5T,D,SESE,2,T,C,10,5,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1038,D_SESE2C_6T,D,SESE,2,T,C,12,6,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1039,D_SESE2C_1W,D,SESE,2,W,C,14,1,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1040,D_SESE2C_2W,D,SESE,2,W,C,16,2,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1041,D_SESE2C_3W,D,SESE,2,W,C,18,3,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1042,D_SESE2C_4W,D,SESE,2,W,C,20,4,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1043,D_SESE2C_5W,D,SESE,2,W,C,22,5,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1044,D_SESE2C_6W,D,SESE,2,W,C,24,6,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1045,D_SESE3C_1T,D,SESE,3,T,C,2,1,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1046,D_SESE3C_2T,D,SESE,3,T,C,4,2,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1047,D_SESE3C_3T,D,SESE,3,T,C,6,3,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1048,D_SESE3C_4T,D,SESE,3,T,C,8,4,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1049,D_SESE3C_5T,D,SESE,3,T,C,10,5,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1050,D_SESE3C_6T,D,SESE,3,T,C,12,6,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1051,D_SESE3C_1W,D,SESE,3,W,C,14,1,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1052,D_SESE3C_2W,D,SESE,3,W,C,16,2,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1053,D_SESE3C_3W,D,SESE,3,W,C,18,3,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1054,D_SESE3C_4W,D,SESE,3,W,C,20,4,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1055,D_SESE3C_5W,D,SESE,3,W,C,22,5,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1056,D_SESE3C_6W,D,SESE,3,W,C,24,6,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1057,D_PSME1C_1T,D,PSME,1,T,C,2,1,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1058,D_PSME1C_2T,D,PSME,1,T,C,4,2,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1059,D_PSME1C_3T,D,PSME,1,T,C,6,3,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1060,D_PSME1C_4T,D,PSME,1,T,C,8,4,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1061,D_PSME1C_5T,D,PSME,1,T,C,10,5,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1062,D_PSME1C_6T,D,PSME,1,T,C,12,6,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1063,D_PSME1C_1W,D,PSME,1,W,C,14,1,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1064,D_PSME1C_2W,D,PSME,1,W,C,16,2,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1065,D_PSME1C_3W,D,PSME,1,W,C,18,3,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1066,D_PSME1C_4W,D,PSME,1,W,C,20,4,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1067,D_PSME1C_5W,D,PSME,1,W,C,22,5,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1068,D_PSME1C_6W,D,PSME,1,W,C,24,6,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1069,D_PSME2C_1T,D,PSME,2,T,C,2,1,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needlesred structures
1070,D_PSME2C_2T,D,PSME,2,T,C,4,2,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needlesred structures
1071,D_PSME2C_3T,D,PSME,2,T,C,6,3,2 ml,0,0,NA,6-Jul,0,NA,0,,"remove 3 random needleshad red structures, vacuoles moving"
1072,D_PSME2C_4T,D,PSME,2,T,C,8,4,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1073,D_PSME2C_5T,D,PSME,2,T,C,10,5,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1074,D_PSME2C_6T,D,PSME,2,T,C,12,6,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1075,D_PSME2C_1W,D,PSME,2,W,C,14,1,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needlesred vacuoles also present
1076,D_PSME2C_2W,D,PSME,2,W,C,16,2,2 ml,0,0,NA,6-Jul,0,NA,0,,remove 3 random needles
1077,D_PSME2C_3W,D,PSME,2,W,C,18,3,2 ml,0,0,NA,7-Jul,0,NA,0,,remove 3 random needles
1078,D_PSME2C_4W,D,PSME,2,W,C,20,4,2 ml,0,0,NA,7-Jul,0,NA,0,,remove 3 random needles
1079,D_PSME2C_5W,D,PSME,2,W,C,22,5,2 ml,0,0,NA,7-Jul,0,NA,0,,remove 3 random needles
1080,D_PSME2C_6W,D,PSME,2,W,C,24,6,2 ml,0,0,NA,7-Jul,0,NA,0,,remove 3 random needles
1081,D_PSME3C_1T,D,PSME,3,T,C,2,1,2 ml,0,0,NA,7-Jul,0,NA,0,,remove 3 random needles
1082,D_PSME3C_2T,D,PSME,3,T,C,4,2,2 ml,0,0,NA,7-Jul,0,NA,0,,remove 3 random needles
1083,D_PSME3C_3T,D,PSME,3,T,C,6,3,2 ml,0,0,NA,7-Jul,0,NA,0,,remove 3 random needles
1084,D_PSME3C_4T,D,PSME,3,T,C,8,4,2 ml,0,0,NA,7-Jul,0,NA,0,,remove 3 random needles
1085,D_PSME3C_5T,D,PSME,3,T,C,10,5,2 ml,0,0,NA,7-Jul,0,NA,0,,remove 3 random needles
1086,D_PSME3C_6T,D,PSME,3,T,C,12,6,2 ml,0,0,NA,7-Jul,0,NA,0,,remove 3 random needles
1087,D_PSME3C_1W,D,PSME,3,W,C,14,1,2 ml,0,0,NA,7-Jul,0,NA,0,,remove 3 random needles
1088,D_PSME3C_2W,D,PSME,3,W,C,16,2,2 ml,0,0,NA,7-Jul,0,NA,0,,remove 3 random needles
1089,D_PSME3C_3W,D,PSME,3,W,C,18,3,2 ml,0,0,NA,7-Jul,0,NA,0,,remove 3 random needles
1090,D_PSME3C_4W,D,PSME,3,W,C,20,4,2 ml,0,0,NA,7-Jul,0,NA,0,,remove 3 random needles
1091,D_PSME3C_5W,D,PSME,3,W,C,22,5,2 ml,0,0,NA,7-Jul,0,NA,0,,remove 3 random needles
1092,D_PSME3C_6W,D,PSME,3,W,C,24,6,2 ml,0,0,NA,7-Jul,0,NA,0,,remove 3 random needles
1093,D_PIPO1C_1T,D,PIPO,1,T,C,1,1,2 ml,0,0,NA,7-Jul,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in halfmaybe too dark, wait a week"
1094,D_PIPO1C_2T,D,PIPO,1,T,C,2,2,2 ml,0,0,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in half"
1095,D_PIPO1C_3T,D,PIPO,1,T,C,3,3,2 ml,0,0,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in half"
1096,D_PIPO1C_4T,D,PIPO,1,T,C,4,4,2 ml,0,0,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in half"
1097,D_PIPO1C_5T,D,PIPO,1,T,C,5,5,2 ml,0,0,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in half"
1098,D_PIPO1C_6T,D,PIPO,1,T,C,6,6,2 ml,0,0,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in half"
1099,D_PIPO1C_1W,D,PIPO,1,W,C,7,1,2 ml,0,0,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in half"
1100,D_PIPO1C_2W,D,PIPO,1,W,C,8,2,2 ml,0,0,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in half"
1101,D_PIPO1C_3W,D,PIPO,1,W,C,9,3,2 ml,0,0,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in half"
1102,D_PIPO1C_4W,D,PIPO,1,W,C,10,4,2 ml,0,0,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in half"
1103,D_PIPO1C_5W,D,PIPO,1,W,C,11,5,2 ml,0,0,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in half"
1104,D_PIPO1C_6W,D,PIPO,1,W,C,12,6,2 ml,0,0,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in half"
1105,D_PIPO2C_1T,D,PIPO,2,T,C,1,1,2 ml,0,0,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in half"
1106,D_PIPO2C_2T,D,PIPO,2,T,C,2,2,2 ml,0,0,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in half"
1107,D_PIPO2C_3T,D,PIPO,2,T,C,3,3,2 ml,0,0,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in half"
1108,D_PIPO2C_4T,D,PIPO,2,T,C,4,4,2 ml,0,0,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in half"
1109,D_PIPO2C_5T,D,PIPO,2,T,C,5,5,2 ml,NA,#VALUE!,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in halfempty"
1110,D_PIPO2C_6T,D,PIPO,2,T,C,6,6,2 ml,NA,#VALUE!,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in halfempty"
1111,D_PIPO2C_1W,D,PIPO,2,W,C,7,1,2 ml,0,0,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in half"
1112,D_PIPO2C_2W,D,PIPO,2,W,C,8,2,2 ml,0,0,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in half"
1113,D_PIPO2C_3W,D,PIPO,2,W,C,9,3,2 ml,0,0,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in half"
1114,D_PIPO2C_4W,D,PIPO,2,W,C,10,4,2 ml,0,0,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in half"
1115,D_PIPO2C_5W,D,PIPO,2,W,C,11,5,2 ml,NA,#VALUE!,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in halfempty"
1116,D_PIPO2C_6W,D,PIPO,2,W,C,12,6,2 ml,NA,#VALUE!,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in halfempty"
1117,D_PIPO3C_1T,D,PIPO,3,T,C,1,1,2 ml,0,0,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in half, for all PIPO accidentally didn't collect enough. Same needles for sp+ch. Splitting into 2, 6 leaves in each box"
1118,D_PIPO3C_2T,D,PIPO,3,T,C,2,2,2 ml,0,0,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in half"
1119,D_PIPO3C_3T,D,PIPO,3,T,C,3,3,2 ml,0,0,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in half"
1120,D_PIPO3C_4T,D,PIPO,3,T,C,4,4,2 ml,0,0,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in half"
1121,D_PIPO3C_5T,D,PIPO,3,T,C,5,5,2 ml,NA,#VALUE!,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in halfempty"
1122,D_PIPO3C_6T,D,PIPO,3,T,C,6,6,2 ml,NA,#VALUE!,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in halfempty"
1123,D_PIPO3C_1W,D,PIPO,3,W,C,7,1,2 ml,0,0,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in half"
1124,D_PIPO3C_2W,D,PIPO,3,W,C,8,2,2 ml,0,0,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in half"
1125,D_PIPO3C_3W,D,PIPO,3,W,C,9,3,2 ml,0,0,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in half"
1126,D_PIPO3C_4W,D,PIPO,3,W,C,10,4,2 ml,0,0,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in half"
1127,D_PIPO3C_5W,D,PIPO,3,W,C,11,5,2 ml,NA,#VALUE!,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in halfempty"
1128,D_PIPO3C_6W,D,PIPO,3,W,C,12,6,2 ml,NA,#VALUE!,NA,10-Aug,0,NA,0,,"cut off last 4 cm of all 3 needles, cut in halfempty"
1129,D_UMCA1C_1T,D,UMCA,1,T,C,8,1,2 ml,0,0,NA,7-Jul,0,NA,0,,punch 3 random discs in inoc area (ref species)
1130,D_UMCA1C_2T,D,UMCA,1,T,C,10,2,2 ml,0,0,NA,7-Jul,0,NA,0,,punch 3 random discs in inoc area (ref species)
1131,D_UMCA1C_3T,D,UMCA,1,T,C,12,3,2 ml,0,0,NA,7-Jul,0,NA,0,,punch 3 random discs in inoc area (ref species)
1132,D_UMCA1C_4T,D,UMCA,1,T,C,14,4,2 ml,0,0,NA,7-Jul,0,NA,0,,punch 3 random discs in inoc area (ref species)
1133,D_UMCA1C_5T,D,UMCA,1,T,C,16,5,2 ml,0,0,NA,7-Jul,0,NA,0,,punch 3 random discs in inoc area (ref species)
1134,D_UMCA1C_6T,D,UMCA,1,T,C,18,6,2 ml,0,0,NA,7-Jul,0,NA,0,,punch 3 random discs in inoc area (ref species)
1135,D_UMCA1C_1W,D,UMCA,1,W,C,20,1,2 ml,0,0,NA,7-Jul,0,NA,0,,punch 3 random discs in inoc area (ref species)also present
1136,D_UMCA1C_2W,D,UMCA,1,W,C,22,2,2 ml,0,0,NA,7-Jul,0,NA,0,,punch 3 random discs in inoc area (ref species)
1137,D_UMCA1C_3W,D,UMCA,1,W,C,24,3,2 ml,NA,#VALUE!,NA,7-Jul,0,NA,0,,punch 3 random discs in inoc area (ref species)fell apart
1138,D_UMCA1C_4W,D,UMCA,1,W,C,26,4,2 ml,0,0,NA,7-Jul,0,NA,0,,punch 3 random discs in inoc area (ref species)
1139,D_UMCA1C_5W,D,UMCA,1,W,C,28,5,2 ml,0,0,NA,7-Jul,0,NA,0,,punch 3 random discs in inoc area (ref species)
1140,D_UMCA1C_6W,D,UMCA,1,W,C,30,6,2 ml,0,0,NA,7-Jul,0,NA,0,,punch 3 random discs in inoc area (ref species)
1141,D_LIDE1C_1T,D,LIDE,1,T,C,8,1,2 ml,140,11382.11382,NA,7-Jul,0,NA,0,,punch 3 random discs in inoc area (ref species)
1142,D_LIDE1C_2T,D,LIDE,1,T,C,10,2,2 ml,185,15040.65041,NA,9-Jul,0,NA,0,,punch 3 random discs in inoc area (ref species)
1143,D_LIDE1C_3T,D,LIDE,1,T,C,12,3,2 ml,585,47560.97561,NA,9-Jul,0,NA,0,,punch 3 random discs in inoc area (ref species)
1144,D_LIDE1C_4T,D,LIDE,1,T,C,14,4,2 ml,380,30894.30894,NA,9-Jul,0,NA,0,,punch 3 random discs in inoc area (ref species)
1145,D_LIDE1C_5T,D,LIDE,1,T,C,16,5,2 ml,325,26422.76423,NA,9-Jul,0,NA,0,,punch 3 random discs in inoc area (ref species)
1146,D_LIDE1C_6T,D,LIDE,1,T,C,18,6,2 ml,340,27642.27642,NA,9-Jul,0,NA,0,,punch 3 random discs in inoc area (ref species)
1147,D_LIDE1C_1W,D,LIDE,1,W,C,20,1,2 ml,0,0,NA,9-Jul,0,NA,0,,punch 3 random discs in inoc area (ref species)
1148,D_LIDE1C_2W,D,LIDE,1,W,C,22,2,2 ml,0,0,NA,9-Jul,0,NA,0,,punch 3 random discs in inoc area (ref species)
1149,D_LIDE1C_3W,D,LIDE,1,W,C,24,3,2 ml,0,0,NA,9-Jul,0,NA,0,,punch 3 random discs in inoc area (ref species)
1150,D_LIDE1C_4W,D,LIDE,1,W,C,26,4,2 ml,0,0,NA,9-Jul,0,NA,0,,punch 3 random discs in inoc area (ref species)
